file,package,tonnage,tier,position,brand,model,page,column
sga_premium_2ton_better_1_trane_5ttr7024a1000.png,Premium,2,Better,1,Trane,5TTR7024A1000,9,right
sga_premium_2ton_better_2_trane_5txcb003as3hc.png,Premium,2,Better,2,Trane,5TXCB003AS3HC,9,right
sga_premium_2ton_better_3_trane_s8x1b040m2psc.png,Premium,2,Better,3,Trane,S8X1B040M2PSC,9,right
sga_premium_2ton_better_4_trane_tcont724as42da.png,Premium,2,Better,4,Trane,TCONT724AS42DA,9,right
sga_premium_1_5ton_budget_1_trane_5ttr4018a1000.png,Premium,1.5,Budget,1,Trane,5TTR4018A1000,11,right
sga_premium_1_5ton_budget_2_ameristar_5txca001as3hc.png,Premium,1.5,Budget,2,Ameristar,5TXCA001AS3HC,11,right
sga_premium_1_5ton_budget_3_trane_s8x1a040m3psc.png,Premium,1.5,Budget,3,Trane,S8X1A040M3PSC,11,right
sga_premium_1_5ton_budget_4_trane_tcont724as42da.png,Premium,1.5,Budget,4,Trane,TCONT724AS42DA,11,right
sga_premium_1_5ton_good_1_trane_5ttr5018a1000.png,Premium,1.5,Good,1,Trane,5TTR5018A1000,11,left
sga_premium_1_5ton_good_2_ameristar_5txcb003as3hc.png,Premium,1.5,Good,2,Ameristar,5TXCB003AS3HC,11,left
sga_premium_1_5ton_good_3_trane_s8x1b040m2psc.png,Premium,1.5,Good,3,Trane,S8X1B040M2PSC,11,left
sga_premium_1_5ton_good_4_trane_tcont724as42da.png,Premium,1.5,Good,4,Trane,TCONT724AS42DA,11,left
